"","n_items","pic_lt1","pic_lt2","pic_lt3","dd_mm_yyyy","hh_mm_star","hh_mm_end","n_garb_bin","obs","coords.x1","coords.x2","optional","beach","transect","item","activity"
"1",1,"DCIM/20181230133714953.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27543367,-32.31076639,TRUE,1,1,"plastic-bag","shoreline and recreational"
"2",1,"DCIM/20181230133826956.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27542188,-32.31077874,TRUE,1,1,"plastic-bag","shoreline and recreational"
"3",1,"DCIM/20181230134025238.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,"Glove Packaging",-52.27543646,-32.31077426,TRUE,1,1,"bleach-cleaner-bottles","ocean waterway"
"4",1,"DCIM/20181230134216079.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27544249,-32.31076753,TRUE,1,1,"plastic-bag","shoreline and recreational"
"5",1,"DCIM/20181230134354862.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27547156,-32.31079742,TRUE,1,1,"plastic-bag","shoreline and recreational"
"6",1,"DCIM/20181230134442666.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27547412,-32.31079583,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"7",1,"DCIM/20181230134713361.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27548119,-32.31080189,TRUE,1,1,"ropes","ocean waterway"
"8",1,"DCIM/20181230134901453.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27548143,-32.31080485,TRUE,1,1,"plastic-bag","shoreline and recreational"
"9",1,"DCIM/20181230135016907.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27549751,-32.31080472,TRUE,1,1,"food-packing","shoreline and recreational"
"10",1,"DCIM/20181230135518528.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27553645,-32.31081438,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"11",1,"DCIM/20181230135624703.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27553095,-32.31081401,TRUE,1,1,"beverage-PET","shoreline and recreational"
"12",1,"DCIM/20181230135707917.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27555028,-32.31082348,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"13",1,"DCIM/20181230135752405.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27557658,-32.31084473,TRUE,1,1,"plastic-bag","shoreline and recreational"
"14",1,"DCIM/20181230135833894.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27558466,-32.31086475,TRUE,1,1,"plastic-bag","shoreline and recreational"
"15",1,"DCIM/20181230135918042.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27559635,-32.31087105,TRUE,1,1,"beverage-PET","shoreline and recreational"
"16",1,"DCIM/20181230140122160.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27561231,-32.31087595,TRUE,1,1,"ropes","ocean waterway"
"17",1,"DCIM/20181230140323761.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27560418,-32.31087601,TRUE,1,1,"ropes","ocean waterway"
"18",1,"DCIM/20181230140411650.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,"Erro 2. No Fio De Nylon",-52.2756212,-32.31087253,TRUE,1,1,"plastic-bag","shoreline and recreational"
"19",1,"DCIM/20181230140613146.jpg","DCIM/20181230140625390.jpg",NA,2018-12-30,"11:33","12:43",NA,NA,-52.27562305,-32.31086889,TRUE,1,1,"beverage-PET","shoreline and recreational"
"20",1,"DCIM/20181230140719510.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27562514,-32.310867,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"21",1,"DCIM/20181230140847890.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27562092,-32.31085188,TRUE,1,1,"fishing-line","ocean waterway"
"22",1,"DCIM/20181230141217273.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,"Erro Pic-Lit1 E Pic-LiT2. Foto Em Campo Pic-Beach",-52.27563187,-32.31090436,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"23",1,"DCIM/20181230141418820.jpg","DCIM/20181230141439626.jpg",NA,2018-12-30,"11:33","12:43",NA,"Foto No Campo Pic-Beach",-52.27563273,-32.310894,TRUE,1,1,"fishing-line","ocean waterway"
"24",1,"DCIM/20181230141900341.jpg","DCIM/20181230141912350.jpg",NA,2018-12-30,"11:33","12:43",NA,NA,-52.27565916,-32.31093891,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"25",1,"DCIM/20181230142207069.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,"Bandeira De Boia De Pesca",-52.27565916,-32.31093891,TRUE,1,1,"plastic-sheeting-tarps","ocean waterway"
"26",1,"DCIM/20181230142426387.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27565916,-32.31093891,TRUE,1,1,"food-packing","shoreline and recreational"
"27",1,"DCIM/20181230142530813.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,"Tetrapack",-52.27565916,-32.31093891,TRUE,1,1,"food-packing","shoreline and recreational"
"28",1,"DCIM/20181230142621021.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27565916,-32.31093891,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"29",1,"DCIM/20181230142808810.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27565916,-32.31093891,TRUE,1,1,"plastic-bag","shoreline and recreational"
"30",1,"DCIM/20181230142945384.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27583643,-32.31127049,TRUE,1,1,"plastic-bag","shoreline and recreational"
"31",1,"DCIM/20181230143114552.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27589012,-32.31130899,TRUE,1,1,"plastic-bag","shoreline and recreational"
"32",1,"DCIM/20181230143208708.jpg","DCIM/20181230143235503.jpg",NA,2018-12-30,"11:33","12:43",NA,NA,-52.2758662,-32.31130496,TRUE,1,1,"plastic-bag","shoreline and recreational"
"33",1,"DCIM/20181230143328881.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27589844,-32.31131657,TRUE,1,1,"plastic-bag","shoreline and recreational"
"34",1,"DCIM/20181230143411569.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27591766,-32.31131765,TRUE,1,1,"food-packing","shoreline and recreational"
"35",1,"DCIM/20181230143443438.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27592288,-32.3113171,TRUE,1,1,"beverage-cans-metal","shoreline and recreational"
"36",1,"DCIM/20181230143517278.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27592985,-32.31135203,TRUE,1,1,"beverage-PET","shoreline and recreational"
"37",1,"DCIM/20181230143603525.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27593893,-32.31133958,TRUE,1,1,"fishing-line","ocean waterway"
"38",1,"DCIM/20181230143653865.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,"Nylon Associado",-52.2759491,-32.31133592,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"39",1,"DCIM/20181230143741919.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27595171,-32.31136557,TRUE,1,1,"plastic-bag","shoreline and recreational"
"40",1,"DCIM/20181230143844324.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,"Bandeira De",-52.27595487,-32.3113692,TRUE,1,1,"plastic-sheeting-tarps","ocean waterway"
"41",1,"DCIM/20181230143948566.jpg",NA,NA,2018-12-30,"11:33","12:43",NA,NA,-52.27594417,-32.31137774,TRUE,1,1,"cars-car-parts","dumping"
"42",1,"DCIM/20181230144033112.jpg","DCIM/20181230144050507.jpg",NA,2018-12-30,"11:33","12:43",NA,NA,-52.27597692,-32.31140267,TRUE,1,1,"beverage-cans-metal","shoreline and recreational"
"43",1,"DCIM/20181230153026410.jpg",NA,NA,2018-12-30,"13:27","13:33",NA,"start",-52.27226688,-32.30716108,TRUE,1,2,"plastic-bag","shoreline and recreational"
"44",1,"DCIM/20181230153209255.jpg",NA,NA,2018-12-30,"13:27","13:33",NA,NA,-52.27243094,-32.30755631,TRUE,1,2,"food-packing","shoreline and recreational"
"45",1,"DCIM/20181230153340259.jpg",NA,NA,2018-12-30,"13:27","13:33",NA,"Com Corda/ end",-52.27261547,-32.30775889,TRUE,1,2,"fishing-line","ocean waterway"
"46",1,"DCIM/20181230155914429.jpg","DCIM/20181230155925043.jpg",NA,2018-12-30,"13:58","14:28",NA,NA,-52.26983307,-32.30327841,TRUE,1,3,"plastic-bag","shoreline and recreational"
"47",1,"DCIM/20181230160311120.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,"Qfield Parou. Erro.",-52.26988558,-32.30325254,TRUE,1,3,"clothing-shoes","shoreline and recreational"
"48",1,"DCIM/20181230160336782.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,NA,-52.26988558,-32.30325254,TRUE,1,3,"beverage-PET","shoreline and recreational"
"49",1,"DCIM/20181230160445322.jpg","DCIM/20181230160452935.jpg",NA,2018-12-30,"13:58","14:28",NA,"-1 & -2 Ao Lado. Conferir.",-52.26993972,-32.30328595,TRUE,1,3,"plastic-bag","shoreline and recreational"
"50",1,"DCIM/20181230160714629.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,"Pic-Beach DO Trecho.",-52.2698994,-32.30336922,TRUE,1,3,"food-packing","shoreline and recreational"
"51",1,"DCIM/20181230160919348.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,NA,-52.27002034,-32.30344998,TRUE,1,3,"plastic-bag","shoreline and recreational"
"52",1,"DCIM/20181230161350584.jpg","DCIM/20181230161356368.jpg",NA,2018-12-30,"13:58","14:28",NA,NA,-52.27011586,-32.30354645,TRUE,1,3,"plastic-bag","shoreline and recreational"
"53",1,"DCIM/20181230161542377.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,NA,-52.27012221,-32.30354511,TRUE,1,3,"food-packing","shoreline and recreational"
"54",1,"DCIM/20181230161616282.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,NA,-52.27013467,-32.30356031,TRUE,1,3,"cars-car-parts","dumping"
"55",1,"DCIM/20181230161706449.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,"Straping Band",-52.2701459,-32.30358176,TRUE,1,3,"strapping-bands","ocean waterway"
"56",1,"DCIM/20181230161827135.jpg",NA,NA,2018-12-30,"13:58","14:28",NA,NA,-52.27019332,-32.30365469,TRUE,1,3,"clothing-shoes","shoreline and recreational"
"57",1,"DCIM/20181230161933425.jpg","DCIM/20181230161947905.jpg",NA,2018-12-30,"13:58","14:28",NA,NA,-52.27023394,-32.30369381,TRUE,1,3,"strapping-bands","ocean waterway"
"58",1,"DCIM/20181230222227881.jpg",NA,NA,2018-12-30,NA,NA,NA,NA,-52.14766245,-32.18382209,TRUE,3,1,"food-packing","shoreline and recreational"
"59",1,"DCIM/20181230222257103.jpg",NA,NA,2018-12-30,NA,NA,NA,NA,-52.14766245,-32.18382209,TRUE,3,1,"food-packing","shoreline and recreational"
"60",1,"DCIM/20181230222354481.jpg",NA,NA,2018-12-30,NA,NA,NA,NA,-52.14766245,-32.18382209,TRUE,3,1,"beverage-PET","shoreline and recreational"
"61",1,"DCIM/20181230222429355.jpg",NA,NA,2018-12-30,NA,NA,NA,NA,-52.14766245,-32.18382209,TRUE,3,1,"plastic-bag","shoreline and recreational"
"62",1,"DCIM/20181230222548043.jpg",NA,NA,2018-12-30,NA,NA,NA,"Guaraná Antarctica rótulo",-52.14709598,-32.1833726,TRUE,3,1,"food-packing","shoreline and recreational"
"63",1,"DCIM/20181230222846560.jpg","DCIM/20181230222901843.jpg",NA,2018-12-30,"20:20","20:27",NA,"Fralda, E Papel LimpeZa Fralda",-52.14681109,-32.18318518,TRUE,3,1,"diapers","medical personal hygiene"
"64",1,"DCIM/20181230223826502.jpg","DCIM/20181230223839446.jpg",NA,2018-12-30,"20:36","20:44",NA,"Copo PlAstico",-52.14947,-32.18551577,TRUE,3,2,"cups-plates-forks-knives-spoons","shoreline and recreational"
"65",1,"DCIM/20181230225806029.jpg",NA,NA,2018-12-30,"20:57","21:00",NA,NA,-52.15382639,-32.18861286,TRUE,3,3,"shoreline-and-recreational-activities","shoreline and recreational"
"66",1,"DCIM/20181230230002755.jpg",NA,NA,2018-12-30,"20:57","21:00",NA,NA,-52.15358729,-32.18847614,TRUE,3,3,"shoreline-and-recreational-activities","shoreline and recreational"
"67",1,"DCIM/20181231192512848.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21274544,-32.23857211,TRUE,2,1,"fishing-net","ocean waterway"
"68",1,"DCIM/20181231192543498.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21277118,-32.2385931,TRUE,2,1,"bleach-cleaner-bottles","ocean waterway"
"69",1,"DCIM/20181231192647173.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21266782,-32.23864165,TRUE,2,1,"food-packing","shoreline and recreational"
"70",1,"DCIM/20181231192913012.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21280775,-32.23868465,TRUE,2,1,"ocean-waterway-activities","ocean waterway"
"71",1,"DCIM/20181231193004298.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21283625,-32.23876924,TRUE,2,1,"bleach-cleaner-bottles","ocean waterway"
"72",1,"DCIM/20181231193049638.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21288373,-32.23876068,TRUE,2,1,"fishing-line","ocean waterway"
"73",1,"DCIM/20181231193110621.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21288115,-32.23876355,TRUE,2,1,"ropes","ocean waterway"
"74",1,"DCIM/20181231193306811.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21306827,-32.23902139,TRUE,2,1,"paper-bag","shoreline and recreational"
"75",1,"DCIM/20181231193431521.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21310255,-32.23900436,TRUE,2,1,"food-packing","shoreline and recreational"
"76",1,"DCIM/20181231193510408.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21310269,-32.23900428,TRUE,2,1,"clothing-shoes","shoreline and recreational"
"77",1,"DCIM/20181231193739666.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,"Saco De Batata. Item De Pesca?",-52.21315333,-32.23906781,TRUE,2,1,"ocean-waterway-activities","ocean waterway"
"78",1,"DCIM/20181231193926758.jpg",NA,NA,2018-12-31,"17:21","17:39",NA,"Ponto Final",-52.2132248,-32.23910168,TRUE,2,1,"beverage-PET","shoreline and recreational"
"79",1,"DCIM/20181231195158617.jpg","DCIM/20181231195209226.jpg",NA,2018-12-31,"17:47","17:52",NA,NA,-52.208374,-32.23538573,TRUE,2,2,"building-materials","dumping"
"80",1,"DCIM/20181231200526046.jpg","DCIM/20181231200537101.jpg",NA,2018-12-31,"18:00","18:25",NA,"Extensor",-52.20617841,-32.23247105,TRUE,2,3,"shoreline-and-recreational-activities","shoreline and recreational"
"81",1,"DCIM/20181231201151249.jpg",NA,NA,2018-12-31,"18:00","18:25",NA,"PeDaco De Luva De BorRacha De LIMPeza",-52.20606356,-32.23224312,TRUE,2,3,"ocean-waterway-activities","ocean waterway"
"82",1,"DCIM/20181231202600778.jpg","DCIM/20181231202640006.jpg",NA,2018-12-31,"18:00","18:25",NA,"Final",-52.20572207,-32.23204588,TRUE,2,3,"beverage-glass","shoreline and recreational"
"83",1,"DCIM/20190216132039180.jpg",NA,NA,2019-02-16,NA,NA,NA,"Start",-52.2732835696403,-32.3077297124392,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"84",1,"DCIM/20190216133023994.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2732194461821,-32.3076558240526,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"85",1,"DCIM/20190216133058251.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2732093547534,-32.307646573767,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"86",1,"DCIM/20190216133407564.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2732010007098,-32.3076440318432,TRUE,1,1,"buoys-floats","ocean waterway"
"87",1,"DCIM/20190216133709212.jpg",NA,NA,2019-02-16,NA,NA,0,"Espiral de plastico",-52.2732226505524,-32.3076205936726,TRUE,1,1,"dumping-activities","dumping"
"88",1,"DCIM/20190216134018843.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2731710590943,-32.3075830963096,TRUE,1,1,"fishing-net","ocean waterway"
"89",1,"DCIM/20190216134115231.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2731551111878,-32.3075438987953,TRUE,1,1,"building-materials","dumping"
"90",1,"DCIM/20190216134203321.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.273128334596,-32.3075159130237,TRUE,1,1,"oil-bottles","ocean waterway"
"91",1,"DCIM/20190216134421743.jpg",NA,NA,2019-02-16,NA,NA,0,"Perfume",-52.273120634525,-32.3075005774431,TRUE,1,1,"dumping-activities","dumping"
"92",1,"DCIM/20190216134626439.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2731673227579,-32.3075050488096,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"93",1,"DCIM/20190216135143921.jpg",NA,NA,2019-02-16,NA,NA,0,"Styrofoam",-52.2731289419561,-32.3074808268476,TRUE,1,1,"dumping-activities","dumping"
"94",1,"DCIM/20190216140934802.jpg",NA,NA,2019-02-16,NA,NA,0,"FIta de slack",-52.2729003778177,-32.3072035816403,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"95",1,"DCIM/20190216141800935.jpg",NA,NA,2019-02-16,NA,NA,0,"Margerine",-52.2727994311887,-32.3071059894388,TRUE,1,1,"food-packing","shoreline and recreational"
"96",1,"DCIM/20190216141930554.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2728137778086,-32.3071308777297,TRUE,1,1,"medical-personal-hygiene","medical personal hygiene"
"97",1,"DCIM/20190216142428194.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2727767846642,-32.3070683587784,TRUE,1,1,"toys","shoreline and recreational"
"98",1,"DCIM/20190216143016002.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2727817609054,-32.3070394053925,TRUE,1,1,"building-materials","dumping"
"99",1,"DCIM/20190216143150056.jpg",NA,NA,2019-02-16,NA,NA,0,"Metal",-52.2727474683616,-32.3069662449823,TRUE,1,1,"dumping-activities","dumping"
"100",1,"DCIM/20190216143420203.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2727236964936,-32.3069307589021,TRUE,1,1,"fishing-net","ocean waterway"
"101",1,"DCIM/20190216144353846.jpg",NA,NA,2019-02-16,NA,NA,0,"Fim do primeiro transecto  foi 12:36",-52.2698711200836,-32.3039472973899,TRUE,1,2,"cups-plates-forks-knives-spoons","shoreline and recreational"
"102",1,"DCIM/20190216144616259.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2698585249167,-32.3038307833178,TRUE,1,2,"tobacco-packing","smoking related"
"103",1,"DCIM/20190216145338704.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2693897497433,-32.303270045624,TRUE,1,2,"building-materials","dumping"
"104",1,"DCIM/20190216145538789.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2693799925788,-32.3032385291621,TRUE,1,2,"tobacco-packing","smoking related"
"105",1,"DCIM/20190216150631737.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2673294101809,-32.2997958822885,TRUE,1,3,"building-materials","dumping"
"106",1,"DCIM/20190216150729034.jpg",NA,NA,2019-02-16,NA,NA,0,"Vassoura",-52.267278761684,-32.2997510393142,TRUE,1,3,"dumping-activities","dumping"
"107",1,"DCIM/20190216150946502.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2672701465421,-32.2997358878362,TRUE,1,3,"dumping-activities","dumping"
"108",1,"DCIM/20190216151250852.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2671662389254,-32.2996708400868,TRUE,1,3,"ocean-waterway-activities","ocean waterway"
"109",1,"DCIM/20190216151711561.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2671740322891,-32.2996576338244,TRUE,1,3,"food-packing","shoreline and recreational"
"110",1,"DCIM/20190216152617168.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2668158519403,-32.2991621926497,TRUE,1,3,"medical-personal-hygiene","medical personal hygiene"
"111",1,"DCIM/20190216162317603.jpg",NA,NA,2019-02-16,NA,NA,NA,"Oferenda de iemanjá barco de madeira com pequenos plásticos",-52.2093084129059,-32.2362166912528,TRUE,2,2,"shoreline-and-recreational-activities","shoreline and recreational"
"112",1,"DCIM/20190216162621424.jpg",NA,NA,2019-02-16,NA,NA,NA,"Oferenda iemanjá?",-52.209229198507,-32.2362284964093,TRUE,2,2,"shoreline-and-recreational-activities","shoreline and recreational"
