"","n_items","pic_lt1","pic_lt2","pic_lt3","dd_mm_yyyy","hh_mm_star","hh_mm_end","n_garb_bin","obs","coords.x1","coords.x2","optional","beach","transect","item","activity"
"390",1,NA,NA,NA,2019-02-17,NA,NA,1,"GUardanapo",-52.1450752990014,-32.1821660382619,TRUE,3,2,"shoreline-and-recreational-activities","shoreline and recreational"
"391",1,NA,NA,NA,2019-02-17,NA,NA,1,"Localizada o errada seguir o próximo ponto",-52.1414706092446,-32.178592889619,TRUE,3,3,"clothing-shoes","shoreline and recreational"
"392",1,NA,NA,NA,2019-02-17,NA,NA,1,"Lona",-52.1415224715893,-32.1786052327999,TRUE,3,3,"dumping-activities","dumping"
"393",1,NA,NA,NA,2019-02-17,NA,NA,1,"Sunscreen",-52.1493039561288,-32.1846610243168,TRUE,3,1,"medical-personal-hygiene","medical personal hygiene"
"394",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1501300074728,-32.1853206888,TRUE,3,1,"beverage-cans-metal","shoreline and recreational"
"395",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1500693153473,-32.1853268116971,TRUE,3,1,"toys","shoreline and recreational"
"396",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1499410227923,-32.1851691144522,TRUE,3,1,"plastic-bag","shoreline and recreational"
"397",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.149926674234,-32.1852002700784,TRUE,3,1,"food-packing","shoreline and recreational"
"398",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1499229923823,-32.1851264746858,TRUE,3,1,"food-packing","shoreline and recreational"
"399",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1499210685636,-32.1851603398734,TRUE,3,1,"straw-stirrers","shoreline and recreational"
"400",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1499140017728,-32.1850530864132,TRUE,3,1,"food-packing","shoreline and recreational"
"401",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.149913248991,-32.1850808772663,TRUE,3,1,"food-packing","shoreline and recreational"
"402",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1499092026873,-32.1850690947792,TRUE,3,1,"straw-stirrers","shoreline and recreational"
"403",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1498024735747,-32.1850034709692,TRUE,3,1,"food-packing","shoreline and recreational"
"404",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1498009627717,-32.1850070237885,TRUE,3,1,"food-packing","shoreline and recreational"
"405",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1497805804547,-32.1849982666918,TRUE,3,1,"food-packing","shoreline and recreational"
"406",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1497667885179,-32.1849758794599,TRUE,3,1,"medical-personal-hygiene","medical personal hygiene"
"407",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1497113804721,-32.1849978539651,TRUE,3,1,"food-packing","shoreline and recreational"
"408",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1497067500089,-32.184998837896,TRUE,3,1,"dumping-activities","dumping"
"409",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.149697532572,-32.1849773581458,TRUE,3,1,"clothing-shoes","shoreline and recreational"
"410",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1496891133801,-32.1849274085704,TRUE,3,1,"tobacco-packing","smoking related"
"411",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1496706569872,-32.184921745269,TRUE,3,1,"food-packing","shoreline and recreational"
"412",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1496418614204,-32.184932522799,TRUE,3,1,"food-packing","shoreline and recreational"
"413",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1496293647798,-32.1849376995946,TRUE,3,1,"straw-stirrers","shoreline and recreational"
"414",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1496284466111,-32.184916560109,TRUE,3,1,"plastic-bag","shoreline and recreational"
"415",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1493220929765,-32.1846638030915,TRUE,3,1,"beverage-cans-metal","shoreline and recreational"
"416",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.149318286749,-32.1846740601955,TRUE,3,1,"food-packing","shoreline and recreational"
"417",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1493070879185,-32.1846344762541,TRUE,3,1,"plastic-bag","shoreline and recreational"
"418",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1459233521443,-32.1827654758206,TRUE,3,2,"food-packing","shoreline and recreational"
"419",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1459165605256,-32.1827657090485,TRUE,3,2,"clothing-shoes","shoreline and recreational"
"420",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1458443139982,-32.1827110139443,TRUE,3,2,"straw-stirrers","shoreline and recreational"
"421",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1456579699063,-32.182802093812,TRUE,3,2,"plastic-bag","shoreline and recreational"
"422",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1453795942463,-32.1824405495537,TRUE,3,2,"beverage-PET","shoreline and recreational"
"423",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1453549975555,-32.1823810194053,TRUE,3,2,"food-packing","shoreline and recreational"
"424",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1448311246865,-32.1819600778106,TRUE,3,2,"food-packing","shoreline and recreational"
"425",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1448311246865,-32.1819600778106,TRUE,3,2,"shoreline-and-recreational-activities","shoreline and recreational"
"426",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1419932407344,-32.1789135037677,TRUE,3,3,"paper-bag","shoreline and recreational"
"427",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.141973476094,-32.1788979479618,TRUE,3,3,"clothing-shoes","shoreline and recreational"
"428",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1419714968514,-32.1788850068033,TRUE,3,3,"food-packing","shoreline and recreational"
"429",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1419576888957,-32.1788923796418,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"430",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1419232335332,-32.1788726083657,TRUE,3,3,"paper-bag","shoreline and recreational"
"431",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1418386453082,-32.1788234003386,TRUE,3,3,"ropes","ocean waterway"
"432",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1418386453082,-32.1788234003386,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"433",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1418322717048,-32.1788082774275,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"434",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1417874086447,-32.1787751590802,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"435",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1417688895948,-32.1787658962965,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"436",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1417523791508,-32.1787525395286,TRUE,3,3,"tobacco-packing","smoking related"
"437",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1417387827377,-32.17874163418,TRUE,3,3,"clothing-shoes","shoreline and recreational"
"438",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1416936690862,-32.1787197909208,TRUE,3,3,"ropes","ocean waterway"
"439",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1416663086916,-32.1787277803913,TRUE,3,3,"plastic-bag","shoreline and recreational"
"440",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1416662128868,-32.1786983287963,TRUE,3,3,"ropes","ocean waterway"
"441",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1416504366645,-32.178688383425,TRUE,3,3,"fishing-line","ocean waterway"
"442",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1416430317791,-32.1786958659282,TRUE,3,3,"medical-personal-hygiene","medical personal hygiene"
"443",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1415922604065,-32.1786841512626,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"444",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1415768429092,-32.1786781901343,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"445",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.141540950058,-32.1786289378655,TRUE,3,3,"clothing-shoes","shoreline and recreational"
"446",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1415320911434,-32.178609331768,TRUE,3,3,"plastic-bag","shoreline and recreational"
"447",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.141516953921,-32.1786160896135,TRUE,3,3,"food-packing","shoreline and recreational"
"448",1,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1414971335766,-32.1785982991023,TRUE,3,3,"clothing-shoes","shoreline and recreational"
"449",2,"DCIM/20190216135547882.jpg",NA,NA,2019-02-16,NA,NA,0,"Flag  and  plastic pants",-52.2731150203592,-32.3074613893264,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"450",2,"DCIM/20190216162414999.jpg",NA,NA,2019-02-16,NA,NA,NA,"Guardanapo de papel",-52.2092898331394,-32.2362164906313,TRUE,2,2,"shoreline-and-recreational-activities","shoreline and recreational"
"451",2,"DCIM/20190217215414811.jpg",NA,NA,2019-02-17,NA,NA,1,NA,-52.1492861603877,-32.1846470260426,TRUE,3,1,"medical-personal-hygiene","medical personal hygiene"
"452",2,NA,NA,NA,2019-02-16,NA,NA,0,"Cotton bus and rexona",-52.2728714916558,-32.3071679476515,TRUE,1,1,"medical-personal-hygiene","medical personal hygiene"
"453",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.273272303349,-32.3077453653019,TRUE,1,1,"ropes","ocean waterway"
"454",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732314079691,-32.3076479275917,TRUE,1,1,"food-packing","shoreline and recreational"
"455",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732107439092,-32.3076522092933,TRUE,1,1,"plastic-bag","shoreline and recreational"
"456",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.273122239143,-32.307466383665,TRUE,1,1,"fishing-line","ocean waterway"
"457",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731099252127,-32.3074724052242,TRUE,1,1,"ropes","ocean waterway"
"458",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2728818334514,-32.3071918959558,TRUE,1,1,"plastic-bag","shoreline and recreational"
"459",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2728773832336,-32.3071971776478,TRUE,1,1,"beverage-PET","shoreline and recreational"
"460",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2728322215787,-32.3071615303655,TRUE,1,1,"food-packing","shoreline and recreational"
"461",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2728097008015,-32.3070963890137,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"462",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727973669542,-32.3070565747268,TRUE,1,1,"plastic-bag","shoreline and recreational"
"463",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727846353087,-32.307100580679,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"464",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727475070542,-32.3070449769423,TRUE,1,1,"beverage-PET","shoreline and recreational"
"465",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727292098832,-32.306942504671,TRUE,1,1,"plastic-bag","shoreline and recreational"
"466",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727096789327,-32.3069417104452,TRUE,1,1,"ropes","ocean waterway"
"467",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2672716870906,-32.2997772351361,TRUE,1,3,"fishing-line","ocean waterway"
"468",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2672050054433,-32.2996977201863,TRUE,1,3,"plastic-bag","shoreline and recreational"
"469",2,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2670551497828,-32.2994676971945,TRUE,1,3,"plastic-bag","shoreline and recreational"
"470",2,NA,NA,NA,2019-02-16,NA,NA,NA,"Hora de início do trecho três do parque eólico",-52.206155484359,-32.2324146939536,TRUE,2,3,"fishing-line","ocean waterway"
"471",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2732899410682,-32.3077218167682,TRUE,1,1,"plastic-bag","shoreline and recreational"
"472",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2732741793044,-32.3077414973593,TRUE,1,1,"food-packing","shoreline and recreational"
"473",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2131383173312,-32.2390526772146,TRUE,2,1,"fishing-line","ocean waterway"
"474",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.206155484359,-32.2324146939536,TRUE,2,3,"food-packing","shoreline and recreational"
"475",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.206155484359,-32.2324146939536,TRUE,2,3,"paper-bag","shoreline and recreational"
"476",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2059828513217,-32.2322340932957,TRUE,2,3,"fishing-line","ocean waterway"
"477",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2059007328088,-32.2321395886991,TRUE,2,3,"plastic-bag","shoreline and recreational"
"478",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2057465344339,-32.2319897919269,TRUE,2,3,"plastic-bag","shoreline and recreational"
"479",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2056967211431,-32.2319352493721,TRUE,2,3,"plastic-bag","shoreline and recreational"
"480",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2056209366337,-32.2319137972614,TRUE,2,3,"ropes","ocean waterway"
"481",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2054988827471,-32.2317988155423,TRUE,2,3,"ropes","ocean waterway"
"482",2,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2054910951791,-32.2318037080677,TRUE,2,3,"fishing-line","ocean waterway"
"483",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1495865496044,-32.18487884399,TRUE,3,1,"cups-plates-forks-knives-spoons","shoreline and recreational"
"484",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1419831019437,-32.1788991707565,TRUE,3,3,"ropes","ocean waterway"
"485",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.141860220824,-32.1788525427461,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"486",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1418508270155,-32.1788357026083,TRUE,3,3,"plastic-bag","shoreline and recreational"
"487",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1417507079383,-32.1787527108045,TRUE,3,3,"ropes","ocean waterway"
"488",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1417276787814,-32.1787489423518,TRUE,3,3,"plastic-bag","shoreline and recreational"
"489",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1416387840179,-32.1786827738205,TRUE,3,3,"medical-personal-hygiene","medical personal hygiene"
"490",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1416095212832,-32.1786765564745,TRUE,3,3,"plastic-bag","shoreline and recreational"
"491",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1414947293897,-32.1786096554652,TRUE,3,3,"ropes","ocean waterway"
"492",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1414803220148,-32.1785919326417,TRUE,3,3,"fishing-line","ocean waterway"
"493",2,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1414755578919,-32.1786057297633,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"494",3,"DCIM/20190216134544489.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2731305382409,-32.3074981227518,TRUE,1,1,"fishing-net","ocean waterway"
"495",3,"DCIM/20190216152007367.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2670645596745,-32.2994639226585,TRUE,1,3,"ropes","ocean waterway"
"496",3,NA,NA,NA,2018-12-30,"20:20","20:27",NA,"3",-52.14681265,-32.18317428,TRUE,3,1,"beverage-cans-metal","shoreline and recreational"
"497",3,NA,NA,NA,2018-12-30,"20:20","20:27",NA,"3 Itens",-52.14681764,-32.18317936,TRUE,3,1,"beverage-PET","shoreline and recreational"
"498",3,NA,NA,NA,2018-12-30,"20:36","20:44",NA,"Folder Festa 3.",-52.14971165,-32.18573382,TRUE,3,2,"paper-bag","shoreline and recreational"
"499",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732400177077,-32.3076959599631,TRUE,1,1,"plastic-bag","shoreline and recreational"
"500",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732105686398,-32.3076140763983,TRUE,1,1,"fishing-line","ocean waterway"
"501",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731449167475,-32.30750645404,TRUE,1,1,"plastic-bag","shoreline and recreational"
"502",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731275712604,-32.3074838654925,TRUE,1,1,"fishing-line","ocean waterway"
"503",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731259761711,-32.3075213514126,TRUE,1,1,"beverage-PET","shoreline and recreational"
"504",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731121248332,-32.3075019653606,TRUE,1,1,"fishing-line","ocean waterway"
"505",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731067782434,-32.3074649792288,TRUE,1,1,"plastic-bag","shoreline and recreational"
"506",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2729418271062,-32.3072574918284,TRUE,1,1,"ropes","ocean waterway"
"507",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2728093157518,-32.3070437215354,TRUE,1,1,"fishing-line","ocean waterway"
"508",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727894174678,-32.3070589804054,TRUE,1,1,"fishing-line","ocean waterway"
"509",3,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727435042157,-32.3069656302406,TRUE,1,1,"ropes","ocean waterway"
"510",3,NA,NA,NA,2019-02-16,NA,NA,NA,NA,-52.2131397417849,-32.2390561517159,TRUE,2,1,"plastic-bag","shoreline and recreational"
"511",3,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1419317270885,-32.1788738601556,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"512",3,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1419107777351,-32.1788607799819,TRUE,3,3,"plastic-bag","shoreline and recreational"
"513",3,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1418224420505,-32.1788105402957,TRUE,3,3,"plastic-bag","shoreline and recreational"
"514",3,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1418211593892,-32.1788000841866,TRUE,3,3,"ropes","ocean waterway"
"515",3,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1417010642207,-32.1787383410272,TRUE,3,3,"plastic-bag","shoreline and recreational"
"516",3,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1416063206289,-32.178677747281,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"517",3,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1414992880401,-32.1786123299812,TRUE,3,3,"fishing-line","ocean waterway"
"518",3,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1414957232845,-32.1786032798315,TRUE,3,3,"plastic-bag","shoreline and recreational"
"519",4,"DCIM/20190216133144896.jpg",NA,NA,2019-02-16,NA,NA,0,NA,-52.2732107012261,-32.30765189895,TRUE,1,1,"fishing-line","ocean waterway"
"520",4,"DCIM/20190216162829198.jpg","DCIM/20190216162839118.jpg",NA,2019-02-16,NA,NA,NA,"Oferenda iemanjá",-52.2090824568953,-32.2361228743772,TRUE,2,2,"shoreline-and-recreational-activities","shoreline and recreational"
"521",4,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2729183219259,-32.3072318816609,TRUE,1,1,"beverage-PET","shoreline and recreational"
"522",4,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2729134571782,-32.3072153831127,TRUE,1,1,"plastic-bag","shoreline and recreational"
"523",4,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727919060832,-32.3070753423515,TRUE,1,1,"fishing-line","ocean waterway"
"524",4,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.267180273133,-32.2996715753228,TRUE,1,3,"fishing-line","ocean waterway"
"525",4,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2671757391142,-32.2996539405848,TRUE,1,3,"fishing-line","ocean waterway"
"526",4,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1418138015635,-32.1787934237199,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"527",4,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1417227193313,-32.1787367046364,TRUE,3,3,"straw-stirrers","shoreline and recreational"
"528",4,NA,NA,NA,2019-02-17,NA,NA,1,NA,-52.1414833574443,-32.1785987490668,TRUE,3,3,"ropes","ocean waterway"
"529",5,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2727972687358,-32.3071094741707,TRUE,1,1,"plastic-bag","shoreline and recreational"
"530",2,"DCIM/20190216142634684.jpg",NA,NA,2019-02-16,NA,NA,0,"Plastic fisherman cloth and protection  glasses",-52.2728084620925,-32.3070484360551,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
